A/C Group,Start,End,W/O,A/C,Issue Date,Due Date,Closing Date,ATA,DD,MEL,MEL Ref.,Description,Action
Own Configuration,2022-08-01,2023-07-31,51745,PWD,2023-06-28,,2023-06-28,NAN,0,0,,"1 WORKSTEP ADDED BY DYAD ON 28.JUN.2023, 01:00 TO PERFORM BD CHECK DESCRIPTION SIGN DYAD","ACTION PERFORMED BY DYAD ON 28.JUN.2023, 01:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN DYAD"
Own Configuration,2022-08-01,2023-07-31,27170,PWA,2023-01-15,,2023-01-15,34-42,0,1,34-40-04,"1 WORKSTEP ADDED BY MAYA ON 15.JAN.2023, 08:30 DURING BD CHECK NAV RA 2 FAULT DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 15.JAN.2023, 08:30 REF TSM TASK 34-42-00-810-802 A DO BITE AND RESET OF RECATED CB OF RA 2 ( K12) RESULT LRRA-2"
Own Configuration,2022-08-01,2023-07-31,35367,PWD,2023-04-18,,2023-04-19,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 18.APR.2023, 03:46 STEP-1  FUNCTIONAL CHECK OF TIRE PRESSURES",
Own Configuration,2022-08-01,2023-07-31,51751,PWF,2023-06-22,,2023-06-22,25,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 22.JUN.2023, 14:30 FIXED ELT REMOVED FOR REGODE AS PER AMM 25-65-35-000-001-A. P/N : 01N65900","ACTION PERFORMED BY MRIZ ON 22.JUN.2023, 14:30 ELT INSTALLED S PER AMM 25-65-35-400-001-A. BITE TEST OF ELT CARRIED OUT WITH RESULT SATISFACTORY AS PER"
Own Configuration,2022-08-01,2023-07-31,43561,PWH,2023-06-22,2023-08-17,,46,0,0,,"1 WORKSTEP ADDED BY AKBAR ON 22.JUN.2023, 07:34 MANDATORY: PERFORM EI- EI-22-007-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,43570,PWA,2023-04-28,,2023-04-28,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 28.APR.2023, 03:03 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,43571,PWC,2023-04-28,,2023-04-28,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 28.APR.2023, 03:11 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,43572,PWD,2023-04-28,,2023-04-28,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 28.APR.2023, 03:15 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27189,PWD,2023-01-09,,2023-01-09,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 09.JAN.2023, 00:00 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 09.JAN.2023, 00:00 BD CHECK PERFORMED REF FORM F. MNT.M. 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,27192,PWA,2023-01-06,,2023-01-06,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 06.JAN.2023, 22:00 PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 06.JAN.2023, 22:00 BD CHECK PERFORMED REF MNT.M 102 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,43576,PWC,2023-05-26,,2023-05-26,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 26.MAY.2023, 06:18 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27193,PWD,2023-01-09,,2023-01-09,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 09.JAN.2023, 13:14 PERFORM WEEKLY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 09.JAN.2023, 13:14 WEEKLY CHECK PERFORMED REF. FORM F. MNT. M. 105 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43577,PWC,2023-05-29,,2023-06-12,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 03:30 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27196,PWC,2023-01-09,,2023-01-09,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 09.JAN.2023, 20:00 TO PERFORM 24H DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 09.JAN.2023, 20:00 24HOURS CHECK PERFORMED REF F. MNT.M.103 24HR CHECK PERFORMED"
Own Configuration,2022-08-01,2023-07-31,43581,PWD,2023-05-26,,2023-05-26,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 26.MAY.2023, 06:19 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27198,PWD,2023-01-10,,2023-01-10,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 10.JAN.2023, 15:18 INSERT A/C DOCUMENT DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 10.JAN.2023, 15:18 INSERT A/C DOCUMENT "" OPERATION  SPECIFICATION "" PERFORMED PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43582,PWH,2023-05-16,,2023-05-19,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 16.MAY.2023, 07:59 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27199,PWC,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 11.JAN.2023, 21:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 11.JAN.2023, 21:00 BD CHECK PERFORMED REF FORM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,51775,PWG,2023-06-26,,2023-07-06,36,0,1,36-00-01F,"1 WORKSTEP ADDED BY MAVI ON 26.JUN.2023, 23:20 DURING BD CHECK FOUND MAINT AIR BLEED DESCRIPTION SIGN MAVI","ACTION PERFORMED BY MAVI ON 26.JUN.2023, 23:20 PERFORM RESETED RELATED CB AND DO OPS TEST OF BMC 1 & 2 RESULT STILL EXIST . D/T NEED INSERT TO HIL REF MEL 36-00-01A"
Own Configuration,2022-08-01,2023-07-31,43584,PWE,2023-05-16,,2023-05-19,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 16.MAY.2023, 07:58 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27201,PWD,2023-01-10,,2023-01-10,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 10.JAN.2023, 16:18 PERFORM DAILY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 10.JAN.2023, 16:18 DAILY CHECK PERFORMED REF FORM  F. MNT. M. 104 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43585,PWA,2023-05-16,,2023-05-16,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 16.MAY.2023, 06:57 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27202,PWC,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 11.JAN.2023, 15:00 TO PERFORMED DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 11.JAN.2023, 15:00 DAILY CHECK PERFORMED REF FORM F.MNT.M.104 FOB : 4100KGS PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,27204,PWD,2023-01-10,,2023-01-10,25-13,0,0,,"1 WORKSTEP ADDED BY SITI ON 10.JAN.2023, 15:00 F/O TABLE WOBBLY DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 10.JAN.2023, 15:00 DO RETIFIED  OF F/O TABLE  OPC CHECK RESULT GOOD REF AMM 25-13-14-820-001 A"
Own Configuration,2022-08-01,2023-07-31,43590,PWG,2023-05-16,,2023-05-30,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 16.MAY.2023, 07:59 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27207,PWD,2023-01-10,,2023-01-10,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 10.JAN.2023, 15:09 INSERT A/C DOCUMENT DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 10.JAN.2023, 15:09 INSERT A/C DOCUMENT ""AOC"" PERFORMED PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43592,PWG,2023-06-15,2023-06-06,,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.JUN.2023, 05:48 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27209,PWD,2023-01-09,,2023-01-09,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 09.JAN.2023, 21:09 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 09.JAN.2023, 21:09 BEFORE DEPARTURE  CHECK PERFORMED REF. FORM F. MNT. M. 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,27211,PWA,2023-01-03,,2023-01-03,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 03.JAN.2023, 16:00 MAINTENANCE DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 03.JAN.2023, 16:00 24HR CHECK PERFORMED REF FORM F.MNT 103 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,27212,PWD,2023-01-11,,2023-01-11,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 11.JAN.2023, 12:00 PERFORM 24HR CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 11.JAN.2023, 12:00 24HR CHECK PERFORMED REF FORM F. MNT. M 103 POB: 4500465 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,35408,PWA,2023-07-14,2024-01-16,,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 02:27 STEP-1  OPERATIONAL CHECK OF LIGHTS TEST SYSTEM",
Own Configuration,2022-08-01,2023-07-31,43601,PWH,2023-06-15,2023-06-06,,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.JUN.2023, 02:15 MANDATORY: PERFORM EI- EI-22-011-N322 (ENGINEERING INSTRUCTIONS) REV. 00",
Own Configuration,2022-08-01,2023-07-31,27219,PWD,2023-01-12,,2023-01-12,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 12.JAN.2023, 21:06 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 12.JAN.2023, 21:06 BEFORE DEPARTURE CHECK PERFORMED REF FORM F. MNT. M. 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,43625,PWC,2023-04-17,,2023-04-17,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 17.APR.2023, 10:40 REF JOBCARD NO100001126 REPLACE C OF A UPDATE UNTIL 17  APR 24 DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 17.APR.2023, 10:40 PERFORM REPLACE C OF A UPDATE UNTIL 17 APR 24 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,35435,PWD,2023-04-18,,2023-04-19,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 18.APR.2023, 03:46 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,43628,PWC,2023-04-17,,2023-04-17,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 17.APR.2023, 14:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 17.APR.2023, 14:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43630,PWC,2023-04-13,,2023-04-17,73,0,1,70-00-01,"1 WORKSTEP ADDED BY ANGGUN ON 13.APR.2023, 03:29 ENG 1 FADEC MAINTENANCE MESSAGE DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 13.APR.2023, 03:29 AFTER CHECK LAST LEG EORT SORCE FROM VSU ACT , J11, ECU ENG 1 A . REF TSM TASK 73-25-00-810-940-A DO OPC TEST OF THE FADEC 1A WITH NON"
Own Configuration,2022-08-01,2023-07-31,43631,PWC,2023-04-17,,2023-04-17,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 17.APR.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 17.APR.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43632,PWC,2023-04-18,,2023-04-18,31,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 18.APR.2023, 13:30 TO PERFORM DOWNLOADING PROCEDURE OF THE FDIMU/DMU DATA ON PCMCIA CARD DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 18.APR.2023, 13:30 PERFORM DOWNLOAD PROCEDURE OF THE FDIMU/DMU DATA ON PCMCIA CARD REF AMM SUB TASK 31-36-00-710-087-CS"
Own Configuration,2022-08-01,2023-07-31,35442,PWD,2023-05-29,,2023-05-29,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 04:03 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,35444,PWD,2023-06-07,,2023-06-08,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUN.2023, 06:44 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,43637,PWC,2023-04-18,,2023-05-05,56,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 18.APR.2023, 15:00 REF JC NO 100001141 DETAILED INSPECTION OF ALL COCKPIT WINDOWS FROM OUT SIDE INCLUDING SEALS","ACTION PERFORMED BY ANGGUN ON 18.APR.2023, 15:00 AFTER CHECK ALL COCKPIT WINDOW FROM OUT SIDE FINDING RH SLIDING WINDOWS WEATHER SEAL DAMAGE P=6 CM AND CANNOT SEE THE METAL Z. REAPIR"
Own Configuration,2022-08-01,2023-07-31,43638,PWC,2023-04-18,,2023-04-18,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 18.APR.2023, 16:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 18.APR.2023, 16:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,35447,PWG,2023-05-22,,2023-05-22,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 22.MAY.2023, 01:17 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,43639,PWC,2023-04-18,,2023-04-18,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 18.APR.2023, 22:50 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 18.APR.2023, 22:50 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,35448,PWG,2023-05-29,,2023-06-01,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 29.MAY.2023, 06:26 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,43640,PWC,2023-04-19,,2023-04-19,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 19.APR.2023, 15:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 19.APR.2023, 15:30 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,35449,PWG,2023-06-07,,2023-06-11,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUN.2023, 07:21 STEP-1  OPERATIONAL CHECK OF EMERGENCY POWER SUPPLY UNITS BY BITE-CHECK",
Own Configuration,2022-08-01,2023-07-31,43641,PWC,2023-04-19,,2023-04-19,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 19.APR.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 19.APR.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43642,PWC,2023-04-20,,2023-04-20,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 20.APR.2023, 16:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 20.APR.2023, 16:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43643,PWC,2023-04-20,,2023-04-20,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 20.APR.2023, 20:30 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 20.APR.2023, 20:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43644,PWH,2023-04-26,,2023-04-26,36,0,0,,"1 WORKSTEP ADDED BY MAYA ON 26.APR.2023, 13:00 AIR ENG 2 BLEED FAULT COMPUTER SYSTEM RESET IS SUCCESFULL IN FLIGHT DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 26.APR.2023, 13:00 CHECK ON PFR FOUND MSG AIR ENG 2 BLEED FAULT.DO BITE TEST BMC#2 RESULT NO FOUND MESSAGE RELATED PROBLEM.REF TSM :36-11-00-810-804-A"
Own Configuration,2022-08-01,2023-07-31,27261,PWC,2022-12-20,,2022-12-20,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 20.DEC.2022, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 20.DEC.2022, 00:40 BD CHECK PERFORMED. REF FORM F.MNT.M.102 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43645,PWC,2023-04-21,,2023-04-21,73,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 21.APR.2023, 08:40 MAINTENACE MESSAGE ENG 1 FADEC DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 21.APR.2023, 08:40 PERFORMED FADEC 1 CH A AND B SYST TEST RESULT OK . REF AMM 73-29-00-710-040-B02 MSG ON ECAM CLEAR"
Own Configuration,2022-08-01,2023-07-31,27262,PWD,2023-01-12,,2023-01-12,32,0,0,,"1 WORKSTEP ADDED BY SITI ON 12.JAN.2023, 07:15 REF AML SEQ A002809 D1 HIL BRAKE SYS 1 FAULT MEL 32- 42- 03A DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 12.JAN.2023, 07:15 PERFORM CHECK CFDS DOES NOT REPORTED RELATED L/G SYS  DISAGREE BEFORE  CHECK FLIGHT C/O REF AMM 32- 42 -00 -040 -007"
Own Configuration,2022-08-01,2023-07-31,43646,PWH,2023-04-26,,2023-04-26,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 26.APR.2023, 15:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 26.APR.2023, 15:00 24HR CHECK PERFORMED  REF.FORM.F.MNT.E.103.R00 PERFORMED SIGN MAYA"
Own Configuration,2022-08-01,2023-07-31,43647,PWC,2023-04-21,,2023-05-04,73,0,1,70-00-01,"1 WORKSTEP ADDED BY ANGGUN ON 21.APR.2023, 12:00 MIANT MESSAGE : ENG 1 FADEC DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 21.APR.2023, 12:00 CHECK ON PFR MESSAGE VSV ACT ,J11, ECU, ENG 1A. REF AMM : 73-29-00-710-040-B02 DO OPS TEST FADEC ON THE GRD (WITH ENG NON"
Own Configuration,2022-08-01,2023-07-31,43648,PWH,2023-04-26,,2023-04-26,29,0,0,,"1 WORKSTEP ADDED BY MAYA ON 26.APR.2023, 14:00 HYD B ELEC PUMP OVHT SYST FAULT DISAPPEAR AFTER SYST SELECTED TO OFF (REF TO QRH)","ACTION PERFORMED BY MAYA ON 26.APR.2023, 14:00 CHECK ON PFR FOUND MSG HYD B ELEC PUMP OVHT ,HYDB SYS 10 PR REF TSM:29-12-00-810-806-A,DO OPS TEST EMDP BLUE HYD RESULT GOOD,CHECK"
Own Configuration,2022-08-01,2023-07-31,43649,PWC,2023-04-21,,2023-04-21,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 21.APR.2023, 14:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 21.APR.2023, 14:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43650,PWC,2023-04-22,,2023-04-22,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 22.APR.2023, 23:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 22.APR.2023, 23:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43651,PWC,2023-04-22,,2023-04-22,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 22.APR.2023, 23:00 TO PERFORM BD CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 22.APR.2023, 23:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,43652,PWC,2023-04-23,,2023-04-23,NAN,0,0,,"1 WORKSTEP ADDED BY ANGGUN ON 23.APR.2023, 16:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 23.APR.2023, 16:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104.R00 PERFORMED SIGN ANGGUN"
Own Configuration,2022-08-01,2023-07-31,35466,PWD,2023-07-06,2023-10-19,,33,0,0,,"1 WORKSTEP ADDED BY AKBAR ON 06.JUL.2023, 02:06 STEP-1  CHECK BATTERY CAPACITY",
Own Configuration,2022-08-01,2023-07-31,51850,PWG,2023-06-27,,2023-06-27,NAN,0,0,,"1 WORKSTEP ADDED BY RHAL ON 27.JUN.2023, 16:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN RHAL","ACTION PERFORMED BY RHAL ON 27.JUN.2023, 16:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN RHAL"
Own Configuration,2022-08-01,2023-07-31,51851,PWG,2023-06-27,,2023-06-27,NAN,0,0,,"1 WORKSTEP ADDED BY RNHU ON 27.JUN.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN RNHU","ACTION PERFORMED BY RNHU ON 27.JUN.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN RNHU"
Own Configuration,2022-08-01,2023-07-31,51852,PWF,2023-06-22,,2023-06-22,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 22.JUN.2023, 13:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 22.JUN.2023, 13:00 WEEKLY CHECK CARRIED OUT AS PER FORM F.MNT.E 105 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51853,PWF,2023-06-23,,2023-06-23,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 23.JUN.2023, 12:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 23.JUN.2023, 12:00 24HR CHECK PERFORMED AS PER FORM F.MNT.E 103 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51854,PWF,2023-06-24,,2023-06-24,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 24.JUN.2023, 13:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 24.JUN.2023, 13:00 DAILY CHECK PERFORMED AS PER FORM F.MNT.E 104 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51855,PWF,2023-06-25,,2023-06-25,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 25.JUN.2023, 12:30 TO PERFORM 24HR CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 25.JUN.2023, 12:30 24HR CHECK PERFORMED AS PER FORM F.MNT.E 103 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,51856,PWF,2023-06-26,,2023-06-26,NAN,0,0,,"1 WORKSTEP ADDED BY MRIZ ON 26.JUN.2023, 13:15 TO PERFORM DAILY CHECK DESCRIPTION SIGN MRIZ","ACTION PERFORMED BY MRIZ ON 26.JUN.2023, 13:15 DAILY CHECK PERFORMED AS PER FORM F.MNT.E 104 REV.00 PERFORMED SIGN MRIZ"
Own Configuration,2022-08-01,2023-07-31,43667,PWC,2023-04-23,,2023-05-25,35,1,0,,"1 WORKSTEP ADDED BY ANGGUN ON 23.APR.2023, 21:50 REF CML O2 MASK AT DEMO KIT IS BROKEN DESCRIPTION SIGN ANGGUN","ACTION PERFORMED BY ANGGUN ON 23.APR.2023, 21:50 TEMPORARY REPAIR OXY MASK AT DEMO KIT POS MID CABIN DUE TO NIL SPARE . INSERT TO HIL NON CAT"
Own Configuration,2022-08-01,2023-07-31,43668,PWH,2023-04-26,,2023-04-26,NAN,0,0,,"1 WORKSTEP ADDED BY MAYA ON 26.APR.2023, 01:20 TO PERFORM BD CHECK DESCRIPTION SIGN MAYA","ACTION PERFORMED BY MAYA ON 26.APR.2023, 01:20 BD CHECK PERFORMED REF.FORM.F.MNT.E.102.R00 PERFORMED SIGN MAYA"
