AC_REG,LOG_SN,DATE,FLT_NUM,FROM,TO,REPORT_STA,PM,ATA,DEFECTS,ACTIONS,ENG1_OIL,ENG2_OIL,APU_OIL,IDG1_OIL,IDG2_OIL,G_HYD,B_HYD,Y_HYD,PART_DESC,PN_OFF,PN_ON,SN_OFF,SN_ON,POS/FIN,MEL REF,MEL CAT
PK-PWC,A0000151,2022-05-09,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000159,2022-05-13,6D-101,DPS,CGK,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000159,2022-05-13,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000160,2022-05-14,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000162,2022-05-15,6D-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000162,2022-05-15,6D-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000162,2022-05-15,-,-,-,CGK,MAREP,,REF HIL ON AML A0000293 D1 WINDOW LIGHT NO 5 RH NOT ILLUMINATE,PERFORMED REPLACEMENT OF WINDOW LIGHT NO 5 RH REF AMM TASK 33-21-11-PB401. DO OPEERATIONAL TEST REF AMM 33-21-00-701-001 RESULT ILLUMINATED. HIL CLOSED.,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000164,2022-05-15,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,2,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000168,2022-05-17,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000302,2022-05-30,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000302,2022-05-30,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000302,2022-05-30,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000303,2022-05-31,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000304,2022-06-01,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000305,2022-06-01,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000305,2022-06-01,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000305,2022-06-01,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000306,2022-06-02,-,-,-,CGK,MAREP,,PERFORM WEEKLY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000307,2022-06-03,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000308,2022-06-03,IP-102,CGK,DPS,DPS,PIREP,0,CAPT SUNVISOR DETACHED,Ref AMM 25-13-11-400-001A Re-Install capt sunvisor. Opertation check Normal,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000309,2022-06-03,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000309,2022-06-03,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000310,2022-06-04,-,-,-,CGK,MAREP,,SEAL RETAINER FOUND DENTED / DEFORMED,DO INSPECT BULKHEAD AREA BY OPEN THE RADOME FOUND DENT AT ANGLE RETAINER 10MM DIMENSION LENGHT 30MM AND DEPTH OF DENT 5MM AND EGE OF SKIN PANEL UPPER PART FR1 (LH) FOUND DEFORMATION 10MM DIMENSION LENGTH 120MM AND DEPTH OF DAMAGE IS 2MM. DO VISUAL INSPECTION NO CRACK FOUND REF AMM 53-11-00-210-040,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000310,2022-06-04,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000311,2022-06-05,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000312,2022-06-05,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000312,2022-06-05,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000312,2022-06-05,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,1,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000313,2022-06-06,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000314,2022-06-06,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000314,2022-06-06,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000314,2022-06-06,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000315,2022-06-07,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000316,2022-06-08,-,-,-,CGK,MAREP, ,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000317,2022-06-08,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000317,2022-06-08,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000317,2022-06-08,-,-,-,CGK,MAREP,,REF CML SEAT NUMBER 22B RECLINE SYSTEM IS BROKEN,"TRY TO ADJUST HYDROLOCK, BUT PROBLEM STILL EXIST AFTER INSPECTIO AND CHECK, HYDROLOCK NEED TO BE REPLACED. DUE TO CGK NO SPARE PROBLEM RISE TO HIL REF MEL 25-20-02A CAT D. AFFECTED SEAT LOCK AND UPRIGHT POSITION",0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000318,2022-06-08,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,2,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000319,2022-06-09,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000320,2022-06-10,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000321,2022-06-10,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000321,2022-06-10,IP-101,DPS,CGK,CGK,PIREP,21,AIR PACK 1 REGULATOR FAULT,DO PFR CHECK NO FOUND RELATER MSG. REF TSM TASK 21-61-00-810-803-A DO THE OPERATIONAL TEST OF PACK TEMPERATURE CONTROL SYSTEM RESULT TEST OK. REF AMM 21-61-00-710-001,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000321,2022-06-10,-,-,-,CGK,MAREP,,REF HIL AML A00000317 D2 SEAT NUMBER 22B RECLINE SYSTEM IS BROKEN,DO CROSSCHANGE HYDROLOCK 22B WITH SEAT 30A AND DO OPERATIONAL TEST RESULT GOOD. HIL CLOSED REF CMM 25-23-91,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000322,2022-06-10,-,-,-,CGK,MAREP,,PERFORM WEEKLY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000323,2022-06-11,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000324,2022-06-12,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000325,2022-06-12,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000325,2022-06-12,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000325,2022-06-12,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,2,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000326,2022-06-13,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000327,2022-06-13,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000327,2022-06-13,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000327,2022-06-13,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000328,2022-06-14,-,-,-,CGK,MAREP,34,MAINTENANCE,UPLOADING AND CROSSLOADING NAV DATA BASE PERFORMED VALID UNTIL 13 JULI 2022 REF AMM 22-70-00-610-008 H,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000328,2022-06-14,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000329,2022-06-15,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000330,2022-06-15,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000330,2022-06-15,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000330,2022-06-15,-,-,-,CGK,MAREP,,FOUND PRINTER PAPER EMPTY,PERFORMED SERVICING OF THE PRINTER PAPER WITH NEW ONE REF AMM 31-35-22-600-001-A REV 01 MAY 22,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000331,2022-06-15,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000332,2022-06-16,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000333,2022-06-17,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000334,2022-06-17,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000334,2022-06-17,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000334,2022-06-17,-,-,-,-,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,1,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000335,2022-06-18,-,-,-,-,MAREP,,PERFORM WEEKLY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000336,2022-06-19,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000337,2022-06-19,IP-102,CGK,DPS,DPS,PIREP,21,MAINT MSSG TEMP CTL 1,PFR CHECK ATA 21-51-51-P1 FLOW CONT VALVE (23HB) RESETED PACK FLOW SYSTEM AND BITE TEST RESULT OK MSG ON ECAM NORMAL. REF AMM 21-61-00-710-001 REV 1 MAY 2022,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000338,2022-06-19,IP-101,DPS,CGK,CGK,PIREP,21,MAINT MSSG TEMP CTL 1,DO PFR CHECK FOUND MSG P1 FLOW CONT VALVE (23HB). TRY TO RESETED CB'S TEMP CTL SYS 1. RESULT STATISFIED. REFER AMM 21-61-00-710-001,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000338,2022-06-19,-,-,-,CGK,MAREP,25,"REFER CML SEQ NO.C0000029 D1 ""SEAT NO 9F RECLINE NOT LOCK""",AFTER CHECK SEAT NO 9F HYDROLOCK WAS WEAK. D/T NIL SPARE AT STA CGK TRBL INSERT TO HIL REF MEL 25-20-01 A CAT D,0,0,0,0,0,0,0,0,-,-,-,-,-,9F,25-20-02A,D
PK-PWC,A0000339,2022-06-19,-,-,-,CGK,MAREP,25,"REF CML SEQ NO C0000029 D4 ""REPLACED OF THE EMERGENCY ESIT LOCATION SIGN""","REPLACED OF THE EMERGENCY EXIT LOCATION SIGN O/O (40WL, 41WL, 42WL, 44WL, 45 WL). OPS TEST OF EMER EXIT LT SW RESULT GOOD. REF AMM 33-51-16-000-001-A/400-001-A.",0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000339,2022-06-19,-,-,-,CGK,MAREP,25,"REF CML SEQ NO C0000030. D2. ""REPLACED OF THE EMERGENCY EXIT LOCATION SIGN""","REPLACED OF THE EMERGENCY EXIT LOCATION-SIGN PERFORMED (50WL, 51WL, 53WL). REF AMM 33-51-17-000-001-A/400-001-A",0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000340,2022-06-19,-,-,-,CGK,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000341,2022-06-19,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000501,2022-06-21,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000502,2022-06-22,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000502,2022-06-22,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000502,2022-06-22,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000502,2022-06-22,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000502,2022-06-22,-,-,-,CGK,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000503,2022-06-22,-,-,-,CGK,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000504,2022-06-23,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000504,2022-06-23,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000504,2022-06-23,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000504,2022-06-23,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000504,2022-06-23,-,-,-,-,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,2,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000505,2022-06-23,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000506,2022-06-23,-,-,-,-,MAREP,,REF CML SEQ 0000034 ON BD CHECK FOUND FAP BLANK NO RESPOND,DO RESET CB FAP NOT HELP AND BITE TEST CIDS 1 RESULT CAM (115RH) LOAD FAILED AND DEU-B (300RH) D/T NEED TROUBLE SHOOT INSERT TO HIL REF MEL 23-74-01A,0,0,0,0,0,0,0,0,-,-,-,-,-,-,23-74-01A,C
PK-PWC,A0000506,2022-06-23,-,-,-,-,MAREP,,ON BD CHECK FOUND CIDS 2 MNT STATUS,DO RESET CB CIDS NOT HELP D/T NEED TROUBLE SHOOT INSERT TO HIL REF MEL 23-00-01A,0,0,0,0,0,0,0,0,-,-,-,-,-,-,23-00-01A,C
PK-PWC,A0000507,2022-06-24,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000507,2022-06-24,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000507,2022-06-24,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000507,2022-06-24,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000507,2022-06-24,-,-,-,-,MAREP,,REF HIL AML SEQ NO A000506 D1 FAP BLANK,DO LOADING OBRM SOFTWARE ON FAP AND DO BITE TEST CIDS SYS RESULT GOOD. REF AMM 23-73-00-740-005. HIL CLOSED.,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000508,2022-06-24,-,-,-,-,MAREP,,REF HIL AML SEQ NO A000506 D2 CIDS 2 ON MTS,TRY TO REJECTED CB'S CIDS SYS #2 AND DO GROUND SCAN RESULT GOOD. REF AMM 23-73-00-740-005 HIL CLOSED,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000508,2022-06-24,-,-,-,-,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000509,2022-06-24,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000510,2022-06-25,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000510,2022-06-25,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000510,2022-06-25,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000510,2022-06-25,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000510,2022-06-25,-,-,-,-,MAREP,,REF CML SEQ C0000035 INSTALL CURTAIN STRAP FOR TAKE OFF AND LANDING AT FWD & AFT,NEED INSTALL STRAP CURTAIN INSERT TO HIL D/T NIL SPARE. NON CAT,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000512,2022-06-25,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000512,2022-06-25,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000512,2022-06-25,-,-,-,-,MAREP,,INSPECTION REMARKS TAXI LIGHT LAMP CRACK,"DO REPLACE OF TAXI LIGHT LAM ASSY REF AMM 33-46-12 PB 401
OPERATIONAL TEST OF THE TAXI LIGHT RESULT GOOD REF AMM 33-46-00-710-001",0,0,0,0,0,0,0,0,-,Q4554,Q4554,-,-,-,-,-
PK-PWC,A0000513,2022-06-25,-,-,-,-,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,2,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000514,2022-06-26,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000515,2022-06-26,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000515,2022-06-26,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000515,2022-06-26,IP-102,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000515,2022-06-26,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000516,2022-06-26,-,-,-,-,MAREP,,PERFORM WEEKLY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,2,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000517,2022-06-26,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000517,2022-06-26,-,-,-,-,MAREP,,ECAM ADVISORY DURING BD CHECK APU LOW OIL LEVEL,DO CHECK APU OIL LEVEL AND SERVICING. ADD 2 QTS OIL. DO OPERATIONAL OF APU. RUNNING WELL. MSG CLEAR REF AMM 12-13-49-612-001-A,0,0,2,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWC,A0000227,2022-06-26,-,-,-,-,MAREP,,REF CML SEQ C0000213 D3 ARMCAP POSITION 30F WAS BROKEN,TEMPORARY FIX BY STICKER ARMCAP. ARMCAP NEED REPLACED D/T NIL SPARE ITEM INSERT TO HIL. REF MEL 25-20-05A CAT D,0,0,0,0,0,0,0,0,ARM CAP,139-00-317-64NN,-,-,-,30F,25-20-05A,D
PK-PWC,A0000228,2022-06-27,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000216,2022-06-23,-,-,-,-,PIREP,28,LEFT OUTER TANK FUEL QUANTITY UNDER READ INFLIGHT,"IAW AMM 28-42-00-740-087-A, C/O AND PFR CHECK FOUND. FUEL LEVEL SENSING (29Q1) RESET SYSTEM OK",0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000217,2022-06-23,-,-,-,-,PIREP,22,FOR INFO : FMGC1 FAULT AFTER ENG START. QRH RESET SUCCESFUL,CHECK ON PFR NO FAULT RELATED FOUND. PERFORMED OPT OF THE AFS RESULT PASS REFF AMM 22-96-00-710-001,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000217,2022-06-23,-,-,-,-,PIREP,28,LEFT OUTER TANK FUEL QUANTITY UNDER READ INFLIGHT UP TO 300KG ON DESCENT,PERFORMED TSM 28-15-00-810-815-A DO FLSS BITE RESULT NO MESSAGE SHOW REF AMM 28-46-00-740-001. DO FUNCTIONAL (BITE) TEST OF THE INTERCELL TRANSFER VALVE RESULT SATISFY REF AMM 28-15-00-740-002 PERFORMED FUEL TRANSFER TO LH WING TANK RESULT INDICATION NORMAL REFF AMM 28-25-00-869-001 A,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
